# QuickLink Data File  |  Format: shortCode|originalUrl|createdAt|expiresAt|clickCount|active
Tm2z3|https://idriesshahfoundation.org/books/the-silly-chicken-by-idries-shah/?gad_source=1&gad_campaignid=15498754015&gbraid=0AAAAADo_UPgCj4YWzc-BfNxs6jcUPMZXx&gclid=CjwKCAjw8arQBhB9EiwAfIKdQpnYgfWoTmFM59vYbHXY6JpWskh3alMT8C71FIRUYx45mp8ArpINmxoCslAQAvD_BwE|2026-05-18 19:38:11|2026-05-19 19:38:11|0|true
YIVWb|https://americanliterature.com/100-great-short-stories/|2026-05-18 19:38:42|2026-05-19 19:38:42|1|true
IkqPh|https://en.wikipedia.org/wiki/Ruskin_Bond|2026-05-18 20:00:56|2026-05-19 20:00:56|0|true
